Paying Month,Amount,Purchase Source,Continent,Paying Year,Purchase Description,Detailed Description,TaxAmountPHP,Probability,Customer,Customer Size,Currency,CurrencyRate,Product Details,ProductCategory,Industry,Sub-Industry,Type of Purchase,AmountLocal,TaxAmountLocal
01/03/2023 0:00,6498,Online Website,Asia,2023,Line Item 89,XXX_Line_Item_1_A,649.76,1,Customer118,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,6498,933.48
01/04/2023 0:00,132,Online Website,Asia,2023,Line Item 90,XXX_Line_Item_2_A,13.14,1,Customer119,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,132,1886.4
01/04/2023 0:00,22000,Online Website,Asia,2023,Lite Item 33,XXX_Line_Item_3_A,2200,1,Customer120,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,22000,949.4
01/04/2023 0:00,166,Online Website,Asia,2023,Line Item 91,XXX_Line_Item_1_A,16.64,1,Customer121,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,166,161.96
01/04/2023 0:00,102,Online Website,Asia,2023,Line Item 92,XXX_Line_Item_2_A,10.32,1,Customer122,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,102,59.9
01/04/2023 0:00,5882,Online Website,Asia,2023,Line Item 93,XXX_Line_Item_3_A,588.24,1,Customer123,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,5882,59.9
01/04/2023 0:00,6450,Online Website,Asia,2023,Lite Item 34,XXX_Line_Item_1_A,645,1,Customer124,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,6450,13.14
01/04/2023 0:00,206,Online Website,Asia,2023,Line Item 94,XXX_Line_Item_2_A,20.66,1,Customer125,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,206,2200
01/04/2023 0:00,236,Online Website,Asia,2023,Line Item 95,XXX_Line_Item_3_A,23.5,1,Customer126,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,236,933.48
01/04/2023 0:00,8,Online Website,Asia,2023,Line Item 96,XXX_Line_Item_1_A,0.86,1,Customer127,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,8,78.64
01/05/2023 0:00,17560,Online Website,Asia,2023,Lite Item 35,XXX_Line_Item_2_A,1755.94,1,Customer128,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,17560,152
01/05/2023 0:00,1950,Online Website,Asia,2023,Line Item 97,XXX_Line_Item_3_A,195,1,Customer129,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,1950,1588.76
01/05/2023 0:00,13480,Online Website,Asia,2023,Line Item 98,XXX_Line_Item_1_A,1348,1,Customer130,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,13480,66.04
01/05/2023 0:00,29662,Online Website,Asia,2023,Line Item 99,XXX_Line_Item_2_A,2966.14,1,Customer131,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,29662,1216.16
01/05/2023 0:00,6498,Online Website,Asia,2023,Lite Item 36,XXX_Line_Item_3_A,649.76,1,Customer132,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,6498,16.64
01/05/2023 0:00,34314,Online Website,Asia,2023,Line Item 100,XXX_Line_Item_1_A,3431.44,1,Customer133,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,34314,958
01/05/2023 0:00,480,Online Website,Asia,2023,Line Item 101,XXX_Line_Item_2_A,48.02,1,Customer134,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,480,7100
01/05/2023 0:00,9600,Online Website,Asia,2023,Line Item 102,XXX_Line_Item_3_A,960,1,Customer135,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,9600,10.32
01/05/2023 0:00,52936,Online Website,Asia,2023,Lite Item 37,XXX_Line_Item_1_A,5293.6,1,Customer136,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,52936,31.7
01/05/2023 0:00,878,Online Website,Asia,2023,Line Item 103,XXX_Line_Item_2_A,87.84,1,Customer137,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,878,588.24
01/05/2023 0:00,-23412,Online Website,Asia,2023,Line Item 104,XXX_Line_Item_3_A,-2341.26,1,Customer138,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,-23412,438.68
01/05/2023 0:00,35118,Online Website,Asia,2023,Line Item 105,XXX_Line_Item_1_A,3511.88,1,Customer139,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,35118,24
01/05/2023 0:00,110400,Online Website,Asia,2023,Lite Item 38,XXX_Line_Item_2_A,11040,1,Customer140,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,110400,-212.8
01/05/2023 0:00,430000,Online Website,Asia,2023,Line Item 106,XXX_Line_Item_3_A,43000,1,Customer141,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,430000,645
01/05/2023 0:00,26,Online Website,Asia,2023,Line Item 107,XXX_Line_Item_1_A,2.68,1,Customer142,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,26,20.66
01/05/2023 0:00,54,Online Website,Asia,2023,Line Item 108,XXX_Line_Item_2_A,5.4,1,Customer143,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,54,23.5
01/05/2023 0:00,436,Online Website,Asia,2023,Lite Item 39,XXX_Line_Item_3_A,43.68,1,Customer144,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,436,56.22
01/06/2023 0:00,470,Online Website,Asia,2023,Line Item 109,XXX_Line_Item_1_A,47.04,1,Customer145,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,470,0.86
01/06/2023 0:00,542,Online Website,Asia,2023,Line Item 110,XXX_Line_Item_2_A,54.2,1,Customer146,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,542,4997.5
01/06/2023 0:00,10,Online Website,Asia,2023,Line Item 111,XXX_Line_Item_3_A,0.92,1,Customer147,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,10,288
01/06/2023 0:00,13496,Online Website,Asia,2023,Lite Item 40,XXX_Line_Item_1_A,1349.6,1,Customer148,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,13496,-10140.24
01/06/2023 0:00,70588,Online Website,Asia,2023,Line Item 112,XXX_Line_Item_2_A,7058.88,1,Customer149,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,70588,491.6
01/06/2023 0:00,494,Online Website,Asia,2023,Line Item 113,XXX_Line_Item_3_A,49.4,1,Customer150,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,494,2829.6
01/06/2023 0:00,2700,Online Website,Asia,2023,Line Item 114,XXX_Line_Item_1_A,270,1,Customer151,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,2700,10140.24
01/06/2023 0:00,120,Direct Sales,Asia,2023,Lite Item 41,XXX_Line_Item_2_A,11.98,1,Customer152,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,120,1755.94
01/06/2023 0:00,35518,Direct Sales,Asia,2023,Line Item 115,XXX_Line_Item_3_A,3551.94,1,Customer153,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,35518,195
01/06/2023 0:00,5990,Direct Sales,Asia,2023,Line Item 116,XXX_Line_Item_1_A,599,1,Customer154,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,5990,1348
01/06/2023 0:00,5854,Direct Sales,Asia,2023,Line Item 117,XXX_Line_Item_2_A,585.32,1,Customer155,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,5854,3848
01/06/2023 0:00,10,Direct Sales,Asia,2023,Lite Item 42,XXX_Line_Item_3_A,0.92,1,Customer156,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,10,2966.14
01/06/2023 0:00,9900,Direct Sales,Asia,2023,Line Item 118,XXX_Line_Item_1_A,990,1,Customer157,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,9900,24
01/06/2023 0:00,542240,Direct Sales,Asia,2023,Line Item 119,XXX_Line_Item_2_A,54224,1,Customer158,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,542240,0
01/06/2023 0:00,268,Direct Sales,Asia,2023,Line Item 120,XXX_Line_Item_3_A,26.76,1,Customer159,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,268,649.76
01/07/2023 0:00,530,Direct Sales,Asia,2024,Lite Item 43,XXX_Line_Item_1_A,52.98,1,Customer160,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,530,3431.44
01/07/2023 0:00,150,Direct Sales,Asia,2024,Line Item 121,XXX_Line_Item_2_A,15,1,Customer161,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,150,48.02
01/07/2023 0:00,14936,Direct Sales,Asia,2024,Line Item 122,XXX_Line_Item_3_A,1493.44,1,Customer162,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,14936,72
01/07/2023 0:00,11728,Direct Sales,Asia,2024,Line Item 123,XXX_Line_Item_1_A,1172.82,1,Customer163,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,11728,960
01/07/2023 0:00,172,Direct Sales,Asia,2024,Lite Item 44,XXX_Line_Item_2_A,17.24,1,Customer164,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,172,598.8
01/07/2023 0:00,2400,Direct Sales,Asia,2024,Line Item 124,XXX_Line_Item_3_A,240,1,Customer165,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,2400,5293.6
01/07/2023 0:00,568,Direct Sales,Asia,2024,Line Item 125,XXX_Line_Item_1_A,0,1,Customer166,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,568,1416
01/07/2023 0:00,21000,Direct Sales,Asia,2024,Line Item 126,XXX_Line_Item_2_A,2100,1,Customer167,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,21000,696
01/07/2023 0:00,30512,Direct Sales,Asia,2024,Lite Item 45,XXX_Line_Item_3_A,3051.28,1,Customer168,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,30512,300
01/07/2023 0:00,10,Direct Sales,Asia,2024,Line Item 127,XXX_Line_Item_1_A,0.94,1,Customer169,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,10,45.84
01/11/2023 0:00,110802,Direct Sales,Asia,2024,Line Item 128,XXX_Line_Item_2_A,11080.12,0.8,Customer170,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,110802,384.28
01/11/2023 0:00,41212,Direct Sales,Asia,2024,Line Item 129,XXX_Line_Item_3_A,4121.24,0.8,Customer171,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,41212,26.52
01/11/2023 0:00,4936,Direct Sales,Asia,2024,Lite Item 46,XXX_Line_Item_1_A,493.5,1,Customer172,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,4936,4611.2
01/12/2023 0:00,28292,Direct Sales,Asia,2024,Line Item 130,XXX_Line_Item_2_A,2829.24,0.8,Customer173,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,28292,6912
01/01/2024 0:00,6000,Direct Sales,Asia,2024,Line Item 131,XXX_Line_Item_3_A,600,0.8,Customer174,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,6000,87.84
01/03/2024 0:00,257040,Direct Sales,Asia,2024,Line Item 132,XXX_Line_Item_1_A,25704,0.8,Customer175,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,257040,998
01/04/2024 0:00,41212,Direct Sales,Asia,2024,Lite Item 47,XXX_Line_Item_2_A,4121.24,0.8,Customer176,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,41212,11760
01/06/2024 0:00,28292,Direct Sales,Asia,2024,Line Item 133,XXX_Line_Item_3_A,2829.24,0.8,Customer177,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,28292,600
01/07/2024 0:00,70588,Direct Sales,Asia,2025,Line Item 134,XXX_Line_Item_1_A,7058.88,0.8,Customer178,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,70588,-2341.26
01/07/2024 0:00,227348,Direct Sales,Asia,2025,Line Item 135,XXX_Line_Item_2_A,22734.8,0.8,Customer179,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,227348,-360
01/07/2024 0:00,49200,Direct Sales,Asia,2025,Lite Item 48,XXX_Line_Item_3_A,4920,0.8,Customer180,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,49200,1198
01/10/2024 0:00,205864,Direct Sales,Asia,2025,Line Item 136,XXX_Line_Item_1_A,20586.4,0.8,Customer181,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,205864,12176.2
01/11/2025 0:00,65780,Direct Sales,Asia,2026,Line Item 137,XXX_Line_Item_2_A,6578,0.8,Customer182,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,65780,1677.6
01/11/2025 0:00,36934,Direct Sales,Asia,2026,Line Item 138,XXX_Line_Item_3_A,3693.38,0.8,Customer183,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,36934,16776
01/04/2025 0:00,4936,Direct Sales,Asia,2025,Lite Item 49,XXX_Line_Item_1_A,493.5,0.8,Customer184,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,4936,3511.88
01/07/2025 0:00,4936,Direct Sales,Asia,2026,Line Item 139,XXX_Line_Item_2_A,493.5,0.8,Customer185,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,4936,2
01/07/2025 0:00,251896,Direct Sales,Asia,2026,Line Item 140,XXX_Line_Item_3_A,25189.6,0.8,Customer186,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,251896,933.48
01/07/2025 0:00,179720,Direct Sales,Asia,2026,Line Item 141,XXX_Line_Item_1_A,17972,0.8,Customer187,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,179720,633.6
01/08/2025 0:00,90720,Direct Sales,Asia,2026,Lite Item 50,XXX_Line_Item_2_A,9072,0.8,Customer188,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,90720,0
01/10/2025 0:00,187280,Direct Sales,Asia,2026,Line Item 142,XXX_Line_Item_3_A,18728,0.8,Customer189,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,187280,11040
01/11/2024 0:00,41212,Direct Sales,Asia,2025,Line Item 143,XXX_Line_Item_1_A,4121.24,0.8,Customer190,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,41212,43000
01/01/2026 0:00,6000,Direct Sales,Asia,2026,Line Item 144,XXX_Line_Item_2_A,600,0.8,Customer191,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,6000,600
01/04/2026 0:00,4936,Direct Sales,Asia,2026,Lite Item 51,XXX_Line_Item_3_A,493.5,0.8,Customer192,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,4936,53.84
01/06/2026 0:00,198136,Direct Sales,Asia,2026,Line Item 145,XXX_Line_Item_1_A,19813.5,0.8,Customer193,0-50,AUD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,198136,2.68
01/12/2023 0:00,21282.11,Direct Sales,Asia,2024,Line Item 146,XXX_Line_Item_2_A,0,0.8,Customer194,0-50,USD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,14110,180
01/02/2024 0:00,21282.11,Direct Sales,Asia,2024,Line Item 147,XXX_Line_Item_3_A,0,0.8,Customer195,0-50,USD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,14110,5.4
01/07/2024 0:00,21282.11,Direct Sales,Asia,2025,Lite Item 52,XXX_Line_Item_1_A,0,0.8,Customer196,0-50,USD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,14110,43.68
01/09/2024 0:00,21282.11,Direct Sales,Asia,2025,Line Item 148,XXX_Line_Item_2_A,0,0.8,Customer197,0-50,USD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,14110,149
01/05/2024 0:00,444475.61,Direct Sales,Asia,2024,Line Item 149,XXX_Line_Item_3_A,0,0.8,Customer198,0-50,NZD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,483704,4547.5
01/06/2024 0:00,240935.58,Direct Sales,Asia,2024,Line Item 150,XXX_Line_Item_1_A,0,0.8,Customer199,0-50,NZD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,262200,2358
01/05/2026 0:00,111118.9,Direct Sales,Asia,2026,Lite Item 53,XXX_Line_Item_2_A,0,0.8,Customer200,0-50,NZD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,120926,1599.6
01/05/2023 0:00,-843.7,Direct Sales,North America,2023,Line Item 151,XXX_Line_Item_3_A,0,1,Customer201,0-50,USD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Professional Services,-548,399.2
01/04/2023 0:00,-15634.31,Direct Sales,North America,2023,Line Item 152,XXX_Line_Item_1_A,0,1,Customer202,0-50,USD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Professional Services,-10334,7983.78
01/01/2023 0:00,24718.61,Direct Sales,North America,2023,Line Item 153,XXX_Line_Item_2_A,0,1,Customer203,0-50,USD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,17394,5070.12
01/01/2023 0:00,-792.97,Direct Sales,North America,2023,Lite Item 54,XXX_Line_Item_3_A,0,1,Customer204,0-50,USD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Professional Services,-558,3719.16
01/10/2022 0:00,24809.45,Direct Sales,North America,2023,Line Item 154,XXX_Line_Item_1_A,0,1,Customer205,0-50,USD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,15928,47.04
01/08/2022 0:00,-741.84,Direct Sales,North America,2023,Line Item 155,XXX_Line_Item_2_A,0,1,Customer206,0-50,USD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Professional Services,-512,40.88
01/07/2022 0:00,27109.19,Direct Sales,North America,2023,Line Item 156,XXX_Line_Item_3_A,0,1,Customer207,0-50,USD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,18996,6.4
01/06/2022 0:00,-792.57,Direct Sales,North America,2022,Lite Item 55,XXX_Line_Item_1_A,0,1,Customer208,0-50,USD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Professional Services,-546,22.14
01/06/2022 0:00,147076.11,Direct Sales,North America,2022,Line Item 157,XXX_Line_Item_2_A,0,1,Customer209,0-50,USD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Professional Services,101320,272
01/04/2022 0:00,-590.38,Direct Sales,North America,2022,Line Item 158,XXX_Line_Item_3_A,0,1,Customer210,0-50,USD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Professional Services,-422,66.64
01/12/2021 0:00,20766.72,Direct Sales,North America,2022,Line Item 159,XXX_Line_Item_1_A,0,1,Customer211,0-50,USD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,15068,29040
01/09/2021 0:00,-624.47,Direct Sales,North America,2022,Lite Item 56,XXX_Line_Item_2_A,0,1,Customer212,0-50,USD,,Product_Details_xxxxxxx,Product B,Healthcare,HealthCare and Life Sciences,Subscriptions,-450,432
